번호,외래어,원어,순화어
2518,동부,胴部,몸통
2517,동봉,動蜂,일벌
2516,동복,冬服,겨울옷
2515,동반하다,同伴--,"함께 오다, 함께 가다"
2514,동면,冬眠,겨울잠
2513,동맥류,動脈瘤,동맥 자루
2512,동맥 경화성 동맥류,動脈 硬化性 動脈瘤,동맥 경화 동맥 자루
2511,동륜,動輪,차바퀴
2510,동령림,同齡林,같은나이숲
2509,동력거,動力鋸,"기계톱, 동력톱"
2508,동력 절상기,動力切桑機,뽕잎 써는 기계
2507,동량,棟梁,"기둥, 동량"
2506,동년,同年,같은 해
2505,동기,同期,"같은 기, 같은 기간"
2504,동기,冬期,"겨울, 겨울 동안"
2503,동구,洞口,"동네어귀, 동네 어귀"
2502,동공,瞳孔,눈동자
2501,동고병,胴枯病,줄기마름병
2500,동계교배,同系交配,근친 교배
2499,동계 대회,冬季大會,"겨울 대회, 겨울철 대회"
2498,동계,同系,같은 계열
2497,동경,胴徑,"몸통 굵기, 삼몸통 굵기"
2496,동건,同件,"같은 건, 같은 일"
2495,동거하다,同居--,같이 살다
2494,동,同,같은
2493,돌흙매기,,돌흙막이
2492,돌파하다,突破--,"넘어서다, 깨뜨리다, 뚫고 나가다"
2491,"돌칸흙무덤, 석실봉토분",石室封土俸,돌칸흙무덤 돌방흙무덤 석실봉토분
2490,돌조공,-條工,줄돌쌓기
2489,돌연변이유도물,突然變異誘導物,돌연변이 유발원
2488,돌수로공,-水路工,"돌수로내기, 돌도랑내기"
2487,돌설,突設,돌출 설치
2486,"돌방무덤, 석실묘",石室墓,"석실묘, 돌방무덤"
2485,돌방,突放,이동 중 분리
2484,돌발,突發,갑자기 일어남
2483,돌바닥매기,,돌바닥막이
2482,돌망태유토공,-留土工,돌망태흙막이
2481,돌망태언제,-堰堤,돌망태댐
2480,돌망태암거,-暗渠,돌망태속도랑
2479,돌망태수로공,-水路工,"돌망태수로내기, 돌망태도랑내기"
2478,돌망태보상공,-保床工,돌망태바닥막이
2477,돌망태방조제공,-防潮堤工,돌망태방조기슭막이
2476,돌망태대공,-帶工,돌망태낮은바닥막이
2475,돌망태누구매기,-淚溝-,돌망태누구막이
2474,돌망태기슭매기,,돌망태기슭막이
2473,돌망태근고공,-根固工,돌망태밑막이
2472,돌림배수로,-排水路,"돌림수로, 돌림도랑"
2471,"돌려떼기, 착하박리",錯何剝離,애벌떼기(Levallois technique)
2470,돌기슭매기,,돌기슭막이
2469,돌골매기,,돌골막이
2468,돋판,,볼록판
2467,돈절,頓絶,끊어짐
2466,돈육,豚肉,돼지고기
2465,돈역,豚疫,돼지 돌림병
2464,돈스,緞子,비단
2463,돈삼겹살,豚三-,돼지 삼겹살
2462,돈부리,どんぶり(일),덮밥
2461,돈단독,豚丹毒,"돼지단독, 돼지단독병"
2460,돈,豚,돼지
2459,독필,禿筆,몽당붓
2458,독찰,督察,감독
2457,독직,瀆職,직무상 부정 행위
2456,독제,毒劑,독약
2455,독점,獨占,독차지
2454,독우,犢牛,송아지
2453,독방,獨房,혼잣방
2452,독립 가옥,獨立家屋,"외딴집, 딴채 살림집"
2451,독림가,篤林家,모범 임업인
2450,독력으로,獨力--,혼자 힘으로
2449,독려하다,督勵--,장려하다
2448,독농가,"篤農家, とくのうか(일)","모범 농부, 모범 농가"
2447,독낭,毒囊,독주머니
2446,독나지,禿裸地,"민둥산, 민둥땅"
2445,독고다이,特攻隊,특공대
2444,독거실,獨居室,독방
2443,독거,獨居,홀로 삶
2442,독가촌,獨家村,외딴집
2441,독,dock(영),뱃도랑
2440,도화,稻花,벼꽃
2439,도화,圖畵,그림 도면
2438,도합,"都合, つごう(일)","모두, 합계"
2437,도한,盜汗,식은땀
2436,도하하다,渡河--,"물 건너다, 물을 건너다"
2435,도하다,睹--,"걸다, 내기하다"
2434,도프 도료,dope(영) 塗料,기계칠
2433,도품,盜品,도난 물품
2432,도표,圖表,그림표
2431,도포하다,塗布--,바르다
2430,도포제,塗布劑,바르는 약
2429,도탄구미,トタン-組(일)←tutanaga(독),좁혀짜기
2428,도탄,トタン(일)←tutanaga(포),"함석, 아연철판, 아연도금철판"
2427,도탄,塗炭,몹시 어려움
2426,도킹하다,docking(영)--,만나다
2425,도키아이,時合,물거리
2424,도쿠이,得意,"단골, 단골손님"
2423,도쿠리,"德利, とくり(일)",①긴목셔츠 ②조막병
2422,도출하다,導出--,"찾아내다, 이끌어내다"
2421,도체율,屠體率,통고기율
2420,도찰,塗擦,"바르기, 칠하기"
2419,도지,dodge(영),속임수
2418,도주하다,逃走--,달아나다
2417,도제,島堤,섬방파제
2416,"도정 과정, 쌀의 도정 과정",搗精過程,"찧는 과정, 쌀 찧는 과정"
2415,도정 공장,搗精工場,방앗간
2414,도정,搗精,방아찧기
2413,도정,道程,가는 길
2412,도재,圖載,그려 넣음
2411,도장하다,塗裝--,칠하다
2410,도장공,塗裝工,칠장이
2409,도장,徒長,웃자람
2408,도입하다,導入--,들여오다
2407,도이시,砥石,숫돌
2406,도이시,といし(일),숫돌
2405,도이,桶,홈통
2404,도용하다,盜用--,"훔쳐 쓰다, 몰래 쓰다"
2403,도와쿠,戶枠,문틀
2402,도열하다,堵列--,늘어서다
2401,도언,徒言,군소리
2400,도어맨,doorman(영),"안내인, 현관 안내인"
2399,"도어 맨, 도어맨",door man(영),"안내인, 현관 안내인"
2398,도어,door(영),문
2397,도약,跳躍,뛰어오름
2396,도야하다,陶冶--,"갈다, 닦다"
2395,도시,通-し(일),통판
2394,도슨트,docent(영),"전문 안내원, 전문 도우미"
2393,도순 구분,,"순서 구분, 배달 순서 구분"
2392,도수로,導水路,물댈 도랑
2391,도수 정복,徒手 整復,폐쇄 골절 교정
2390,도수,徒手,맨손
2389,도수,導水,"물을 끌어들임, 물을 끌어올림"
2388,도선장,渡船場,나루터
2387,도선,渡船,나룻배
2386,도샤,土砂,토사
2385,도색,途色,색칠
2384,도상,道牀,사잇재
2383,도비야,飛刃,쐐기정
2382,도비라,"扉, とびら(일)",속표지
2381,도비라,とびら(일),속표지
2380,도비,鳶,비계공
2379,도비,飛び(일),뛰기
2378,도봉,盜蜂,도둑벌
2377,도복,倒伏,쓰러짐
2376,도벽,盜癖,훔치는 버릇
2375,도벌,盜伐,몰래베기
2374,도박,賭博,노름
2373,도미노,domino(영),"파급, 연쇄 파급"
2372,도모하다,圖謀--,꾀하다
2371,도메키,どうぬっき(일),구리 도금(銅 鍍金)
2370,도메스틱 트래지디,domestic tragedy(영),가정 비극
2369,도메,止-め(일),"끝, 매듭"
2368,도말하다,塗抹--,지워 없애다
2367,도마리,泊り(일),밤낚시
2366,도마,土間,"토방, 다짐 바닥"
2365,도리카지,"取舵, とりかじ(일)","좌회전, 왼돌이"
2364,도리우치,"鳥打, とりうち(일)","납작모자, 캡"
2363,도리02,"取, とり(일)",①독차지 ②줄떼기
2362,도리01,取り(일),줄떼기
2361,도류화,道流化,곡선화
2360,도료,"塗料, とりょう(일)","칠, 칠감"
2359,도록,都錄,목록
2358,도로,徒勞,헛수고
2357,도래각,到來角,도달각(到達角)
2356,도랏푸,トラップ(일)←trap(영),트랩
2355,도랏쿠,トッラク(일)←truck(영),"화물차, 화물자동차, 짐차, 트럭"
2354,도란스,ドランス(일)←transformer(영),"변압기(變壓器), 트랜스"
2353,도라후다,,만능 제도판
2352,도라이바,ドライバ(일)←driver(영),"나사돌리개, 드라이버"
2351,도라무,ドラム(일)←drum(영),"드럼, 드럼통"
2350,도도메,土止-め(일),흙막이
2349,도도리바,土取-り-場(일),"취토장, 채토장"
2348,도도리,土取-り(일),"취토, 채토"
2347,도달증료,到達證料,"배달 통지 요금, 배달 지급 통지 요금"
2346,도달증,到達證,"배달 통지서, 배달 지급 통지서"
2345,도단즙,釷丹葺,함석 지붕
2344,도노코즈리,砥の粉摺(일),토분 먹임
2343,도노코,砥の粉(일),토분
2342,도네,同値,같은 값
2341,도기,陶器,질그릇
2340,도급 경비,都給經費,도맡은 비용
2339,도급,都給,도맡음
2338,도금,"鍍金, めっき(일)","입히기, 금입히기"
2337,도금,鍍金,"입히기, 금입히기"
2336,도그매듭,dog(영)-,봉오리 매듭
2335,도그 레그 홀,dog leg hole(영),굽은홀
2334,도굴하다,盜掘--,몰래 파내다
2333,도구방,道具房,연모방
2332,도구루마,戶車,문바퀴
2331,도구,道具,"연장, 연모"
2330,도괴,倒壞,"무너짐, 무너뜨림"
2329,도고,稻藁,볏짚
2328,도검,刀劍,칼
2327,도강,渡江,강 건넘
2326,도,桃,복숭아
2325,뎃키리,てっきり(일),적중값
2324,델타결선,Delta(영) 結線,삼각결선(三角結線)
2323,델타,delta(영),삼각주
2322,델리킷하다,delicate(영)--,"미묘하다, 섬세하다"
2321,델리커트하다,delicate(영)--,"미묘하다, 까다롭다"
2320,덴포파렌,てんぽ(일)-Parenthese(독),고딕대괄호
2319,덴팅길이,denting(영)-,바디 너비
2318,덴틀와이어,dental wire(영),"묶음줄, 땜묶음줄"
2317,덴키시,でんきし(일),전기자(電氣子)
2316,덴치게이모노,天地罫物,상하자르기
2315,덴치,天地,"상하, 하늘땅"
2314,덴치,"電池, でんち(일)",손전등
2313,덴주,でんちゆう(일),전봇대(電柱)
2312,덴조,"天井, てんじょう(일)",천장
2311,덴아츠케이,でんあつけい(일),전압계(電壓計)
2310,덴바,天端,"꼭대기, 윗면"
2309,덴마배,"傳馬*, 傳馬船, てんません(일)",거룻배
2308,덴,天,"저고리, 병풍저고리"
2307,덱 파트,deck part(영),갑판부
2306,덱,deck(영),평상
2305,"데포름, 데포르마시옹",déformation(프),변형
2304,데페이즈망,dé paysement(프),전위법
2303,데토,てっとう(일),철탑(鐵塔)
2302,데탕트,détente(프),긴장 완화
2301,데코보코,でこぼこ(일),"울퉁불퉁, 올록볼록, 요철"
2300,데코,"挻子, てこ(일)",지렛대
2299,데칼코마니,décalcomanie(프),전사법
2298,데카르트 마케팅,techart marketing(영),예술감각상품
2297,데지마,,대지(大地)감자
2296,데일리메뉴,daily menu(영),"나날 차림표, 오늘의 차림표, 오늘의 식단"
2295,데이트레이딩,daytrading(영),"단타매매, 초단타매매"
2294,데이트,date(영),"교제, 만남, 만나다"
2293,데이터,data(영),"자료, 정보 자료"
2292,데이코,ていこう(일),저항(抵抗)
2291,데쓰보,鐵捧,"쇠땜막대, 쇠용접봉"
2290,데쓰마쿠라기,鐵枕木,"철침목, 쇠굄목"
2289,데스크톱 컴퓨터,desktop computer(영),탁상용 컴퓨터
2288,데스리,"扌摺, 手摺, てすり(일)",난간
2287,데생,dessin(프),소묘
2286,데빗 카드,debit card(영),직불 카드
2285,데뷔,début(프),"등단, 등장, 첫등장, 첫무대, 첫등단"
2284,데미지,damage(영),"손상, 충격, 손해"
2283,데몬스트레이터,demonstrator(영),시범 연기자
2282,데모토,"扌元, 手許, 手元, てもと(일)","조공, 조력공, 곁꾼, 보조공, 조수"
2281,데모데이,demoday(영),시연회
2280,데모 프로그램,demo program(영),"시연 프로그램, 맛보기 프로그램"
2279,데모,demonstration(영),"시위, 시위 운동"
2278,데드볼,dead ball(영),"무효투, 경기 중단, 일시 중단"
2277,데드롱,テトロン(일)←Tetoron(네),테토론
2276,데드라인,deadline(영),"한계선, 최종 한계, 마감, 기한"
2275,데드 크로스,dead cross(영),약세 전환 지표
2274,데드 우드,dead wood(영),쓰러진핀
2273,데드,dead(영),경기 중단
2272,데도리,手取り(일),"알차지, 주인몫"
2271,데누이,手縫-い(일),손바느질
2270,데네리,手練-り(일),손비비기
2269,데나오시,"手直, てなおし(일)",재공사
2268,데끼방,deck(영)方,하역 신호원
2267,더프,duff(영),뒤땅치기
2266,더퍼,duffer(영),서툰이
2265,"더킹, 더킹 모션","ducking, ducking motion(영)","낮춰 피하기, 몸 굽히기"
2264,더치 맨,dutch man(영),거듭치기선수
2263,더빙,dubbing(영),"재녹음, 재녹화"
2262,더비,derby(영),"경마식경기, 경마식장애물경기"
2261,더블헤더,double-header(영),연속 경기
2260,더블펀치,double punch(영),"거푸치기, 연타"
2259,더블직물,double(영)織物,양면천
2258,더블웨이커넥션,Double-way Connection(영),"중로 접속(中路接續), 이중 접속(二重接續)"
2257,더블마크,double mark(영),이중 방어
2256,더블딥,double-dip(영),이중 침체
2255,더블02,double(영),두 발 사격
2254,더블01,double(영),"곱, 겹, 갑절"
2253,"더블, 더블 콤비네이션",doublecombination(영),"복합 장애물, 2단 복합 장애물"
2252,더블 히트,double hit(영),"두 번 치기, 겹치기, 중복치기"
2251,더블 피너클,double pinnacle(영),황금문
2250,더블 플롯,double plot(영),이중 구성
2249,"더블 플레이, 더블 플레이 코스",double play course(영),"병살, 병살 코스"
2248,더블 파울,double foul(영),양쪽 반칙
2247,더블 팀,double team(영),이중 수비
2246,더블 클러치,double clutch(영),2단 동작
2245,더블 콘택트,double contact(영),"두 번 닿기, 두 번 닿기 반칙"
2244,더블 컨버터,DoubleConverter(영),이중변환기(二重變換機)
2243,더블 캠버,double camber(영),겹볼록
2242,더블 캐스팅,double casting(영),이중 배역
2241,더블 익스포저,double exposure(영),복합 노출
2240,더블 우드,double wood(영),"숨은핀, 겹친핀"
2239,더블 스틸,double steal(영),이중 도루
2238,더블 스토퍼,double stopper(영),2명 중앙 수비수
2237,더블 스리,double three(영),3자형 반복 돌기
2236,더블 세터 시스템,double setter system(영),이중 배급자 방식
2235,더블 볼링,double bowling(영),딴공 굴리기
2234,더블 배럴,double barrel(영),쌍대
2233,"더블 드리블, 더블 드리블파울",double dribblefoul(영),"거듭 몰기, 거듭 몰기반칙"
2232,댐핑 저항,DampingResistance(영),"감쇠저항(減衰抵抗), 제동저항(制動抵抗)"
2231,댐핑,Damping(영),"제동(制動), 감쇠"
2230,댐퍼,damper(영),공기 조절판
2229,"댄스, 댄스 음반",dance (音盤),"춤곡, 춤곡 음반"
2228,댄스 홀,dance hall(영),무도장
2227,댄스 플로어,dance floor(영),무대
2226,댄스,dance(영),춤
2225,댄서,dancer(영),"무용가, 무용수"
2224,대환 대출,貸還 貸出,상환용 대출
2223,대호,對號,"관련 문서, 관련 문서 번호"
2222,대향하여,對向--,마주 보는
2221,대향하다,對向--,마주 보다
2220,대행,代行,대신 행함
2219,대하여,代--,갈음하여
2218,대하,"大蝦, おおえび(일)","큰새우, 왕새우"
2217,대하,貸下,"빌려줌, 대여"
2216,대표목,代表木,표준목
2215,대폭,"大幅, おおはば(일)","많이, 크게, 넓게"
2214,대편,大片,굵은 삼
2213,대퇴,大腿,넓적다리
2212,대토,,"갈음땅, 대체땅"
2211,대칭,臺秤,받침저울
2210,대치하다,對峙--,"마주 버티다, 맞버티다"
2209,대치,代置,바꿈
2208,대측 충격,對側 衝擊,반대쪽 충격
2207,대출하다,貸出--,빌려주다
2206,"대출 기일, 대출금 기일",貸出金 期日,대출 만기일
2205,대출,"貸出, かしだし(일)",빌림
2204,대추,大雛,큰 병아리
2203,대체,"代替, だいがえ(일), だいかえ(일)",바꿈
2202,대체,代替,바꿈
2201,대청,帶靑,푸른 띠
2200,대청,大廳,큰마루
2199,대철,袋綴,가림철
2198,대차료,貸車料,① 대여료 ② 차 빌린 비용
2197,대차,擡車,운반차
2196,대차,臺車,"바퀴축, 바퀴축특"
2195,대질,對質,무릎맞춤
2194,대지공,帶芝工,띠떼심기
2193,대지,帶紙,띠지
2192,대주,貸主,① 대출자 ② 뀐이
2191,대주,貸株,주식 대여
2190,대좌하다,對坐--,마주 앉다
2189,대정맥,大精麥,겉보리쌀
2188,대절,"貸切, かしきり(일)",전세
2187,"대전, 판매 대전",代錢,"대금, 판매 대금"
2186,대전,代錢,대금
